Tiempo(ms),Setpoint(cm),Altura(cm),PWM
1741,15.00,17.37,110.00
1761,15.00,17.51,110.00
1781,15.00,17.61,110.40
1801,15.00,17.68,116.09
1821,15.00,17.73,120.06
1841,15.00,17.76,122.84
1861,15.00,17.79,124.77
1881,15.00,17.61,164.74
1901,15.00,16.86,220.00
1921,15.00,16.33,220.00
1941,15.00,15.74,220.00
1961,15.00,15.05,220.00
1981,15.00,14.56,220.00
2001,15.00,14.22,206.55
2021,15.00,13.77,220.00
2041,15.00,13.45,203.28
2061,15.00,13.23,184.95
2081,15.00,13.29,129.32
2101,15.00,13.41,116.99
2121,15.00,13.70,110.00
2141,15.00,13.90,110.00
2161,15.00,14.15,110.00
2181,15.00,14.54,110.00
2201,15.00,14.91,110.00
2221,15.00,15.38,110.00
2241,15.00,16.02,110.00
2261,15.00,16.66,110.00
2281,15.00,17.11,110.00
2301,15.00,17.42,110.00
2321,15.00,17.84,110.00
2341,15.00,18.42,110.00
2361,15.00,18.82,110.00
2381,15.00,19.11,110.00
2401,15.00,19.30,110.00
2421,15.00,19.44,110.00
2441,15.00,19.25,164.20
2461,15.00,18.83,211.45
2481,15.00,18.53,186.79
2501,15.00,18.32,169.52
2521,15.00,18.18,157.42
2541,15.00,17.88,188.61
2561,15.00,17.36,220.00
2581,15.00,16.46,220.00
2601,15.00,15.83,220.00
2621,15.00,15.19,220.00
2641,15.00,14.45,220.00
2661,15.00,13.93,220.00
2681,15.00,13.57,212.47
2701,15.00,13.52,148.55
2721,15.00,13.57,130.42
2741,15.00,13.71,112.32
2761,15.00,14.23,110.00
2781,15.00,14.80,110.00
2801,15.00,15.41,110.00
2821,15.00,16.04,110.00
2841,15.00,16.48,110.00
2861,15.00,16.99,110.00
2881,15.00,17.44,110.00
2901,15.00,17.75,110.00
2921,15.00,18.06,110.00
2941,15.00,18.48,110.00
2961,15.00,18.76,110.00
2981,15.00,18.97,110.00
3001,15.00,19.11,110.00
3021,15.00,19.31,110.00
3041,15.00,19.44,110.00
3061,15.00,19.44,125.54
3081,15.00,19.44,125.42
3101,15.00,19.35,144.11
3121,15.00,19.09,178.30
3141,15.00,18.61,220.00
3161,15.00,18.19,213.86
3181,15.00,17.78,209.78
3201,15.00,16.76,220.00
3221,15.00,15.83,220.00
3241,15.00,15.11,220.00
3261,15.00,14.60,220.00
3281,15.00,14.25,208.81
3301,15.00,14.00,188.21
3321,15.00,13.90,159.18
3341,15.00,13.84,152.26
3361,15.00,13.89,127.56
3381,15.00,14.14,110.00
3401,15.00,15.06,110.00
3421,15.00,15.70,110.00
3441,15.00,16.24,110.00
3461,15.00,16.62,110.00
3481,15.00,16.99,110.00
3501,15.00,17.34,110.00
3521,15.00,17.87,110.00
3541,15.00,18.25,110.00
3561,15.00,18.51,110.00
3581,15.00,18.89,110.00
3601,15.00,19.16,110.00
3621,15.00,19.53,110.00
3641,15.00,19.69,110.00
3661,15.00,19.81,110.00
3681,15.00,19.89,110.00
3701,15.00,19.95,112.92
3721,15.00,19.79,154.69
3741,15.00,19.50,184.39
3761,15.00,19.09,206.70
3781,15.00,18.71,202.97
3801,15.00,17.84,220.00
3821,15.00,17.22,220.00
3841,15.00,16.69,220.00
3861,15.00,16.20,220.00
3881,15.00,15.37,220.00
3901,15.00,14.79,220.00
3921,15.00,14.38,219.32
3941,15.00,14.09,195.54
3961,15.00,13.89,178.89
3981,15.00,14.04,110.00
4001,15.00,14.25,110.00
4021,15.00,14.60,110.00
4041,15.00,14.96,110.00
4061,15.00,15.82,110.00
4081,15.00,16.52,110.00
4101,15.00,17.02,110.00
4121,15.00,17.55,110.00
4141,15.00,18.12,110.00
4161,15.00,18.52,110.00
4181,15.00,18.80,110.00
4201,15.00,19.18,110.00
4221,15.00,19.75,110.00
4241,15.00,20.24,110.00
4261,15.00,20.58,110.00
4281,15.00,20.82,110.00
4301,15.00,20.99,110.00
4321,15.00,21.00,118.20
4341,15.00,20.54,215.03
4361,15.00,20.11,208.83
4381,15.00,19.81,183.86
4401,15.00,19.22,220.00
4421,15.00,18.71,220.00
4441,15.00,18.15,220.00
4461,15.00,17.33,220.00
4481,15.00,16.24,220.00
4501,15.00,15.39,220.00
4521,15.00,14.80,220.00
4541,15.00,14.39,220.00
4561,15.00,14.38,138.69
4581,15.00,14.49,116.42
4601,15.00,14.56,122.48
4621,15.00,14.61,126.72
4641,15.00,15.07,110.00
4661,15.00,15.39,110.00
4681,15.00,15.93,110.00
4701,15.00,16.98,110.00
4721,15.00,18.11,110.00
4741,15.00,18.60,110.00
4761,15.00,19.14,110.00
4781,15.00,19.43,110.00
4801,15.00,19.63,110.00
4821,15.00,19.77,110.00
4841,15.00,19.86,110.00
4861,15.00,19.93,110.00
4881,15.00,19.98,113.93
4901,15.00,19.91,136.51
4921,15.00,19.87,132.71
4941,15.00,19.84,130.05
4961,15.00,19.63,166.79
4981,15.00,19.47,155.40
5001,15.00,19.27,165.18
5021,15.00,18.84,211.91
5041,15.00,17.82,220.00
5061,15.00,16.89,220.00
5081,15.00,16.14,220.00
5101,15.00,15.61,220.00
5121,15.00,14.85,220.00
5141,15.00,14.32,220.00
5161,15.00,14.23,155.13
5181,15.00,14.17,150.03
5201,15.00,14.23,125.58
5221,15.00,14.38,110.00
5241,15.00,14.48,115.92
5261,15.00,14.88,110.00
5281,15.00,15.26,110.00
5301,15.00,15.84,110.00
5321,15.00,16.53,110.00
5341,15.00,17.02,110.00
5361,15.00,17.56,110.00
5381,15.00,18.12,110.00
5401,15.00,18.52,110.00
5421,15.00,18.90,110.00
5441,15.00,18.97,111.80
5461,15.00,19.30,110.00
5481,15.00,19.25,135.20
5501,15.00,19.21,132.20
5521,15.00,18.99,169.76
5541,15.00,18.74,175.66
5561,15.00,18.28,220.00
5581,15.00,17.95,193.53
5601,15.00,17.72,174.46
5621,15.00,17.56,161.12
5641,15.00,17.24,194.57
5661,15.00,16.69,220.00
5681,15.00,16.10,220.00
5701,15.00,15.69,216.10
5721,15.00,15.40,192.11
5741,15.00,15.20,175.31
5761,15.00,15.06,163.55
5781,15.00,15.17,112.53
5801,15.00,15.25,119.08
5821,15.00,15.41,110.00
5841,15.00,16.04,110.00
5861,15.00,16.48,110.00
5881,15.00,16.79,110.00
5901,15.00,17.01,110.00
5921,15.00,17.35,110.00
5941,15.00,17.79,110.00
5961,15.00,18.19,110.00
5981,15.00,18.18,128.83
6001,15.00,18.37,110.00
6021,15.00,18.60,110.00
6041,15.00,18.66,113.92
6061,15.00,18.70,117.48
6081,15.00,18.73,119.97
6101,15.00,18.94,110.00
6121,15.00,18.90,134.05
6141,15.00,18.87,131.55
6161,15.00,18.66,168.41
6181,15.00,18.42,174.85
6201,15.00,18.05,200.47
6221,15.00,17.79,180.26
6241,15.00,17.19,220.00
6261,15.00,16.24,220.00
6281,15.00,15.58,220.00
6301,15.00,15.01,220.00
6321,15.00,14.61,216.74
6341,15.00,14.32,193.28
6361,15.00,14.34,134.06
6381,15.00,14.14,177.67
6401,15.00,14.31,110.00
6421,15.00,14.44,111.31
6441,15.00,15.05,110.00
6461,15.00,15.48,110.00
6481,15.00,16.00,110.00
6501,15.00,16.35,110.00
6521,15.00,16.70,110.00
6541,15.00,17.23,110.00
6561,15.00,17.61,110.00
6581,15.00,17.97,110.00
6601,15.00,18.31,110.00
6621,15.00,18.56,110.00
6641,15.00,18.73,110.00
6661,15.00,18.85,110.00
6681,15.00,18.93,110.00
6701,15.00,18.99,113.48
6721,15.00,18.94,136.70
6741,15.00,18.99,113.52
6761,15.00,19.03,116.88
6781,15.00,18.77,177.67
6801,15.00,18.59,163.53
6821,15.00,18.26,191.22
6841,15.00,17.84,213.16
6861,15.00,16.91,220.00
6881,15.00,15.94,220.00
6901,15.00,15.26,220.00
6921,15.00,14.71,220.00
6941,15.00,14.11,220.00
6961,15.00,13.80,199.93
6981,15.00,13.59,181.89
7001,15.00,13.54,148.40
7021,15.00,13.69,110.00
7041,15.00,14.00,110.00
7061,15.00,14.22,110.00
7081,15.00,14.58,110.00
7101,15.00,14.84,110.00
7121,15.00,15.23,110.00
7141,15.00,15.61,110.00
7161,15.00,16.27,110.00
7181,15.00,17.03,110.00
7201,15.00,17.56,110.00
7221,15.00,18.03,110.00
7241,15.00,18.36,110.00
7261,15.00,18.68,110.00
7281,15.00,18.92,110.00
7301,15.00,19.07,110.00
7321,15.00,19.09,121.41
7341,15.00,19.19,110.00
7361,15.00,19.27,110.00
7381,15.00,19.23,132.72
7401,15.00,19.20,130.27
7421,15.00,19.17,129.58
7441,15.00,18.67,220.00
7461,15.00,18.02,220.00
7481,15.00,17.57,219.77
7501,15.00,16.93,220.00
7521,15.00,16.48,220.00
7541,15.00,15.75,220.00
7561,15.00,15.05,220.00
7581,15.00,14.56,220.00
7601,15.00,14.12,220.00
7621,15.00,13.91,179.22
7641,15.00,13.76,167.11
7661,15.00,13.95,110.00
7681,15.00,14.82,110.00
7701,15.00,15.42,110.00
7721,15.00,15.85,110.00
7741,15.00,16.63,110.00
7761,15.00,17.19,110.00
7781,15.00,17.57,110.00
7801,15.00,17.94,110.00
7821,15.00,18.19,110.00
7841,15.00,18.37,110.00
7861,15.00,18.70,110.00
7881,15.00,19.21,110.00
7901,15.00,19.86,110.00
7921,15.00,20.61,110.00
7941,15.00,21.13,110.00
7961,15.00,21.49,110.00
7981,15.00,21.65,110.00
8001,15.00,21.76,110.00
8021,15.00,21.45,179.63
8041,15.00,21.24,162.89
8061,15.00,21.08,150.13
8081,15.00,20.40,220.00
8101,15.00,19.53,220.00
8121,15.00,18.93,220.00
8141,15.00,18.41,220.00
8161,15.00,18.04,200.23
8181,15.00,17.58,220.00
8201,15.00,16.83,220.00
8221,15.00,16.20,220.00
8241,15.00,15.66,220.00
8261,15.00,15.38,189.38
8281,15.00,15.29,151.26
8301,15.00,15.34,125.35
8321,15.00,15.37,127.83
8341,15.00,15.81,110.00
8361,15.00,16.32,110.00
8381,15.00,16.87,110.00
8401,15.00,17.35,110.00
8421,15.00,17.88,110.00
8441,15.00,18.45,110.00
8461,15.00,19.13,110.00
8481,15.00,19.61,110.00
8501,15.00,19.95,110.00
8521,15.00,20.18,110.00
8541,15.00,20.35,110.00
8561,15.00,20.56,110.00
8581,15.00,20.71,110.00
8601,15.00,20.81,110.00
8621,15.00,20.79,125.30
8641,15.00,20.77,123.78
8661,15.00,20.76,122.71
8681,15.00,20.65,140.73
8701,15.00,20.00,220.00
8721,15.00,19.05,220.00
8741,15.00,18.18,220.00
8761,15.00,17.57,220.00
8781,15.00,16.61,220.00
8801,15.00,15.94,220.00
8821,15.00,15.47,220.00
8841,15.00,15.14,200.00
8861,15.00,14.91,180.83
8881,15.00,14.64,188.29
8901,15.00,14.46,172.90
8921,15.00,14.54,119.33
8941,15.00,14.81,110.00
8961,15.00,15.00,110.00
8981,15.00,15.75,110.00
9001,15.00,16.47,110.00
9021,15.00,16.97,110.00
9041,15.00,17.52,110.00
9061,15.00,18.20,110.00
9081,15.00,18.67,110.00
9101,15.00,19.00,110.00
9121,15.00,19.23,110.00
9141,15.00,19.39,110.00
9161,15.00,19.41,119.47
9181,15.00,19.52,110.00
9201,15.00,19.50,126.85
9221,15.00,19.58,110.00
9241,15.00,19.93,110.00
9261,15.00,20.56,110.00
9281,15.00,21.00,110.00
9301,15.00,21.31,110.00
9321,15.00,20.27,220.00
9341,15.00,19.44,220.00
9361,15.00,18.77,220.00
9381,15.00,17.77,220.00
9401,15.00,16.76,220.00
9421,15.00,15.83,220.00
9441,15.00,15.19,220.00
9461,15.00,14.74,220.00
9481,15.00,14.42,199.16
9501,15.00,14.40,139.00
9521,15.00,14.50,116.20
9541,15.00,14.89,110.00
9561,15.00,15.37,110.00
9581,15.00,15.70,110.00
9601,15.00,15.94,110.00
9621,15.00,16.10,110.00
9641,15.00,16.33,110.00
9661,15.00,16.68,110.00
9681,15.00,16.93,110.00
9701,15.00,17.20,110.00
9721,15.00,17.39,110.00
9741,15.00,17.62,110.00
9761,15.00,17.98,110.00
9781,15.00,18.32,110.00
9801,15.00,18.56,110.00
9821,15.00,18.72,110.00
9841,15.00,18.74,121.38
9861,15.00,18.75,122.44
9881,15.00,18.67,141.96
9901,15.00,18.61,137.06
9921,15.00,18.38,172.25
9941,15.00,18.02,198.39
9961,15.00,17.35,220.00
9981,15.00,16.57,220.00
10001,15.00,15.70,220.00
10021,15.00,15.09,220.00
10041,15.00,14.48,220.00
10061,15.00,14.06,220.00
10081,15.00,13.76,196.92
10101,15.00,13.55,179.60
10121,15.00,13.69,110.00
10141,15.00,13.79,117.36
10161,15.00,13.97,110.00
10181,15.00,14.41,110.00
10201,15.00,14.72,110.00
10221,15.00,15.14,110.00
10241,15.00,15.65,110.00
10261,15.00,16.21,110.00
10281,15.00,16.70,110.00
10301,15.00,17.04,110.00
10321,15.00,17.47,110.00
10341,15.00,17.87,110.00
10361,15.00,18.25,110.00
10381,15.00,18.61,110.00
10401,15.00,19.05,110.00
10421,15.00,19.37,110.00
10441,15.00,19.39,117.99
10461,15.00,19.41,119.52
10481,15.00,19.13,180.08
10501,15.00,18.84,182.49
10521,15.00,18.44,205.28
10541,15.00,18.07,201.89
10561,15.00,17.17,220.00
10581,15.00,16.54,220.00
10601,15.00,16.00,220.00
10621,15.00,15.61,209.70
10641,15.00,15.24,207.09
10661,15.00,14.99,185.68
10681,15.00,14.90,150.86
10701,15.00,14.85,145.03
10721,15.00,14.92,121.10
10741,15.00,15.50,110.00
10761,15.00,15.90,110.00
10781,15.00,16.18,110.00
10801,15.00,16.77,110.00
10821,15.00,17.19,110.00
10841,15.00,17.58,110.00
10861,15.00,17.94,110.00
10881,15.00,18.29,110.00
10901,15.00,18.45,110.00
10921,15.00,18.46,123.80
10941,15.00,18.56,110.00
10961,15.00,18.53,130.34
10981,15.00,18.52,128.85
11001,15.00,18.60,110.00
11021,15.00,18.66,112.95
11041,15.00,18.51,155.03
11061,15.00,18.40,147.38
11081,15.00,18.33,140.99
11101,15.00,18.18,155.30
11121,15.00,18.08,146.75
11141,15.00,18.01,140.76
11161,15.00,17.56,217.98
11181,15.00,17.24,191.62
11201,15.00,17.02,173.16
11221,15.00,16.76,181.12
11241,15.00,16.26,220.00
11261,15.00,15.80,220.00
11281,15.00,15.48,196.85
11301,15.00,15.25,178.15
11321,15.00,14.99,186.99
11341,15.00,14.91,149.60
11361,15.00,15.07,110.00
11381,15.00,15.49,110.00
11401,15.00,15.90,110.00
11421,15.00,16.18,110.00
11441,15.00,16.38,110.00
11461,15.00,16.63,110.00
11481,15.00,16.80,110.00
11501,15.00,17.01,110.00
11521,15.00,17.16,110.00
11541,15.00,17.27,110.00
11561,15.00,17.34,113.32
11581,15.00,17.39,117.58
11601,15.00,17.53,110.00
11621,15.00,17.72,110.00
11641,15.00,17.85,110.00
11661,15.00,17.95,110.00
11681,15.00,17.82,152.80
11701,15.00,17.73,145.20
11721,15.00,17.35,202.50
11741,15.00,16.99,200.59
11761,15.00,16.63,202.62
11781,15.00,16.27,202.24
11801,15.00,15.60,220.00
11821,15.00,15.02,220.00
11841,15.00,14.61,215.87
11861,15.00,14.33,192.23
11881,15.00,14.13,175.69
11901,15.00,14.21,120.28
11921,15.00,14.47,110.00
11941,15.00,14.66,110.00
11961,15.00,14.79,110.00
11981,15.00,15.40,110.00
12001,15.00,15.94,110.00
12021,15.00,16.32,110.00
12041,15.00,16.58,110.00
12061,15.00,16.77,110.00
12081,15.00,16.99,110.00
12101,15.00,17.15,110.00
12121,15.00,17.26,110.00
12141,15.00,17.34,112.62
12161,15.00,17.39,117.06
12181,15.00,17.52,110.00
12201,15.00,17.62,110.00
12221,15.00,17.68,114.78
12241,15.00,17.72,118.32
12261,15.00,17.67,138.54
12281,15.00,17.32,197.79
12301,15.00,16.75,220.00
12321,15.00,16.15,220.00
12341,15.00,15.62,220.00
12361,15.00,15.14,220.00
12381,15.00,14.70,220.00
12401,15.00,14.32,210.69
12421,15.00,14.06,188.76
12441,15.00,13.94,159.83
12461,15.00,14.18,110.00
12481,15.00,14.45,110.00
12501,15.00,14.75,110.00
12521,15.00,14.95,110.00
12541,15.00,15.31,110.00
12561,15.00,15.56,110.00
12581,15.00,15.84,110.00
12601,15.00,16.34,110.00
12621,15.00,16.79,110.00
12641,15.00,17.10,110.00
12661,15.00,17.42,110.00
12681,15.00,17.84,110.00
12701,15.00,18.13,110.00
12721,15.00,18.33,110.00
12741,15.00,18.47,110.00
12761,15.00,18.57,110.00
12781,15.00,18.54,130.49
12801,15.00,18.43,147.60
12821,15.00,18.35,141.01
12841,15.00,18.20,156.22
12861,15.00,17.89,186.94
12881,15.00,17.58,190.14
12901,15.00,17.26,192.64
12921,15.00,16.71,220.00
12941,15.00,15.90,220.00
12961,15.00,15.24,220.00
12981,15.00,14.77,220.00
13001,15.00,14.55,179.35
13021,15.00,14.39,166.33
13041,15.00,14.28,157.22
13061,15.00,14.52,110.00
13081,15.00,14.91,110.00
13101,15.00,15.28,110.00
13121,15.00,15.85,110.00
13141,15.00,16.35,110.00
13161,15.00,16.80,110.00
13181,15.00,17.11,110.00
13201,15.00,17.33,110.00
13221,15.00,17.48,110.00
13241,15.00,17.59,110.00
13261,15.00,17.66,111.82
13281,15.00,17.72,116.18
13301,15.00,17.75,119.22
13321,15.00,18.07,110.00
13341,15.00,18.29,110.00
13361,15.00,18.44,110.00
13381,15.00,18.55,110.00
13401,15.00,18.34,167.74
13421,15.00,18.19,155.30
13441,15.00,17.99,166.42
13461,15.00,17.64,195.32
13481,15.00,17.19,218.13
13501,15.00,16.77,213.75
13521,15.00,16.37,209.92
13541,15.00,15.98,208.53
13561,15.00,15.50,220.00
13581,15.00,15.06,220.00
13601,15.00,14.85,174.86
13621,15.00,14.71,161.84
13641,15.00,14.61,153.75
13661,15.00,14.65,127.21
13681,15.00,14.99,110.00
13701,15.00,15.23,110.00
13721,15.00,15.61,110.00
13741,15.00,15.87,110.00
13761,15.00,16.27,110.00
13781,15.00,16.64,110.00
13801,15.00,17.00,110.00
13821,15.00,17.25,110.00
13841,15.00,17.43,110.00
13861,15.00,17.75,110.00
13881,15.00,18.25,110.00
13901,15.00,18.61,110.00
13921,15.00,18.96,110.00
13941,15.00,19.21,110.00
13961,15.00,19.38,110.00
13981,15.00,19.49,110.00
14001,15.00,19.48,125.53
14021,15.00,19.18,182.97
14041,15.00,18.87,184.22
14061,15.00,18.47,206.20
14081,15.00,18.18,182.40
14101,15.00,17.78,206.45
14121,15.00,17.18,220.00
14141,15.00,16.24,220.00
14161,15.00,15.57,220.00
14181,15.00,14.93,220.00
14201,15.00,14.48,220.00
14221,15.00,14.16,198.46
14241,15.00,13.94,180.06
14261,15.00,13.79,167.19
14281,15.00,13.75,143.57
14301,15.00,14.78,110.00
14321,15.00,15.70,110.00
14341,15.00,16.43,110.00
14361,15.00,16.95,110.00
14381,15.00,17.32,110.00
14401,15.00,17.95,110.00
14421,15.00,18.59,110.00
14441,15.00,19.14,110.00
14461,15.00,19.81,110.00
14481,15.00,20.28,110.00
14501,15.00,20.61,110.00
14521,15.00,20.94,110.00
14541,15.00,21.37,110.00
14561,15.00,21.37,116.46
14581,15.00,21.76,110.00
14601,15.00,22.03,110.00
14621,15.00,21.84,155.22
14641,15.00,21.41,202.22
14661,15.00,20.92,217.04
14681,15.00,20.38,220.00
14701,15.00,19.62,220.00
14721,15.00,18.99,220.00
14741,15.00,18.45,220.00
14761,15.00,17.86,220.00
14781,15.00,17.34,220.00
14801,15.00,16.98,200.24
14821,15.00,16.52,220.00
14841,15.00,16.19,194.98
14861,15.00,16.07,155.18
14881,15.00,16.09,126.01
14901,15.00,16.32,110.00
14921,15.00,16.58,110.00
14941,15.00,16.96,110.00
14961,15.00,17.41,110.00
14981,15.00,18.03,110.00
15001,15.00,18.45,110.00
15021,15.00,18.85,110.00
15041,15.00,19.12,110.00
15061,15.00,19.32,110.00
15081,15.00,19.84,110.00
15101,15.00,20.20,110.00
15121,15.00,20.56,110.00
15141,15.00,20.80,110.00
15161,15.00,20.98,110.00
15181,15.00,21.19,110.00
15201,15.00,21.25,110.00
15221,15.00,21.29,110.00
15241,15.00,21.03,170.20
15261,15.00,20.65,194.59
15281,15.00,19.80,220.00
15301,15.00,19.12,220.00
15321,15.00,18.54,220.00
15341,15.00,17.92,220.00
15361,15.00,17.18,220.00
15381,15.00,16.65,220.00
15401,15.00,16.18,220.00
15421,15.00,15.75,218.01
15441,15.00,15.34,213.55
15461,15.00,15.05,189.81
15481,15.00,15.06,131.44
15501,15.00,15.28,110.00
15521,15.00,15.54,110.00
15541,15.00,15.93,110.00
15561,15.00,16.40,110.00
15581,15.00,16.84,110.00
15601,15.00,17.43,110.00
15621,15.00,17.94,110.00
15641,15.00,18.39,110.00
15661,15.00,18.90,110.00
15681,15.00,19.36,110.00
15701,15.00,19.96,110.00
15721,15.00,20.39,110.00
15741,15.00,20.69,110.00
15761,15.00,20.89,110.00
15781,15.00,21.04,110.00
15801,15.00,21.04,116.96
15821,15.00,21.05,117.15
15841,15.00,20.76,175.72
15861,15.00,20.56,158.98
15881,15.00,20.22,186.92
15901,15.00,19.70,220.00
15921,15.00,19.14,220.00
15941,15.00,18.55,220.00
15961,15.00,18.14,206.81
15981,15.00,17.86,182.90
16001,15.00,17.24,220.00
16021,15.00,16.80,215.74
16041,15.00,16.39,211.08
16061,15.00,16.10,187.21
16081,15.00,15.90,170.50
16101,15.00,15.76,158.79
16121,15.00,16.19,110.00
16141,15.00,16.49,110.00
16161,15.00,16.79,110.00
16181,15.00,17.20,110.00
16201,15.00,17.49,110.00
16221,15.00,17.98,110.00
16241,15.00,18.33,110.00
16261,15.00,18.76,110.00
16281,15.00,19.06,110.00
16301,15.00,19.37,110.00
16321,15.00,19.49,110.00
16341,15.00,19.67,110.00
16361,15.00,19.99,110.00
16381,15.00,20.12,110.00
16401,15.00,20.20,110.00
16421,15.00,20.27,110.00
16441,15.00,20.31,110.32
16461,15.00,20.34,113.94
16481,15.00,19.69,220.00
16501,15.00,19.23,213.16
16521,15.00,18.81,207.44
16541,15.00,18.42,201.59
16561,15.00,17.63,220.00
16581,15.00,16.76,220.00
16601,15.00,16.04,220.00
16621,15.00,15.44,220.00
16641,15.00,15.01,217.16
16661,15.00,14.82,171.60
16681,15.00,14.79,138.40
16701,15.00,15.20,110.00
16721,15.00,15.48,110.00
16741,15.00,15.78,110.00
16761,15.00,16.20,110.00
16781,15.00,16.69,110.00
16801,15.00,17.04,110.00
16821,15.00,17.47,110.00
16841,15.00,17.77,110.00
16861,15.00,17.99,110.00
16881,15.00,18.33,110.00
16901,15.00,18.57,110.00
16921,15.00,18.74,110.00
16941,15.00,18.85,110.00
16961,15.00,18.94,110.00
16981,15.00,18.99,110.93
17001,15.00,19.03,114.25
17021,15.00,18.97,136.40
17041,15.00,18.73,170.93
17061,15.00,18.56,156.95
17081,15.00,18.44,148.19
17101,15.00,18.26,159.82
17121,15.00,18.03,169.23
17141,15.00,17.78,176.05
17161,15.00,16.97,220.00
17181,15.00,16.40,220.00
17201,15.00,16.00,209.45
17221,15.00,15.62,207.09
17241,15.00,15.35,184.82
17261,15.00,15.06,191.15
17281,15.00,14.86,172.89
17301,15.00,14.72,161.14
17321,15.00,14.62,152.91
17341,15.00,14.65,126.28
17361,15.00,15.10,110.00
17381,15.00,15.52,110.00
17401,15.00,16.02,110.00
17421,15.00,16.47,110.00
17441,15.00,16.97,110.00
17461,15.00,17.33,110.00
17481,15.00,17.58,110.00
17501,15.00,17.85,110.00
17521,15.00,18.14,110.00
17541,15.00,18.43,110.00
17561,15.00,18.64,110.00
17581,15.00,18.79,110.00
17601,15.00,18.89,110.00
17621,15.00,18.96,110.00
17641,15.00,19.01,112.07
17661,15.00,18.95,133.77
17681,15.00,18.91,130.39
17701,15.00,18.78,148.89
17721,15.00,18.41,198.63
17741,15.00,18.14,177.78
17761,15.00,17.65,220.00
17781,15.00,16.98,220.00
17801,15.00,16.10,220.00
17821,15.00,15.48,220.00
17841,15.00,14.93,220.00
17861,15.00,14.55,209.17
17881,15.00,14.29,187.03
17901,15.00,14.21,149.62
17921,15.00,14.68,110.00
17941,15.00,15.02,110.00
17961,15.00,15.46,110.00
17981,15.00,15.98,110.00
18001,15.00,16.45,110.00
18021,15.00,16.77,110.00
18041,15.00,17.09,110.00
18061,15.00,17.42,110.00
18081,15.00,17.93,110.00
18101,15.00,18.29,110.00
18121,15.00,18.54,110.00
18141,15.00,18.72,110.00
18161,15.00,18.84,110.00
18181,15.00,18.92,110.00
18201,15.00,18.98,110.72
18221,15.00,19.02,114.00
18241,15.00,18.95,136.12
18261,15.00,18.90,132.00
18281,15.00,18.87,129.11
18301,15.00,18.66,164.66
18321,15.00,18.41,172.26
18341,15.00,18.14,177.81
18361,15.00,17.44,220.00
18381,15.00,16.73,220.00
18401,15.00,16.13,220.00
18421,15.00,15.71,213.97
18441,15.00,15.42,189.52
18461,15.00,15.00,215.21
18481,15.00,14.53,220.00
18501,15.00,14.20,199.20
18521,15.00,14.15,144.67
18541,15.00,14.43,110.00
18561,15.00,14.63,110.00
18581,15.00,15.19,110.00
18601,15.00,15.79,110.00
18621,15.00,16.60,110.00
