Tiempo(ms),PWM,Altura(cm)
20,133,12.78
40,133,13.35
60,133,13.69
80,133,13.75
100,133,13.78
120,133,13.80
140,133,13.81
160,133,13.67
180,133,13.73
201,133,13.77
220,133,13.80
240,133,13.81
260,133,13.82
280,133,13.96
300,133,13.33
320,133,12.96
340,133,13.46
380,133,13.61
400,133,13.70
420,133,13.75
440,133,13.06
460,133,13.23
480,133,13.33
500,133,12.81
520,133,12.51
540,133,12.32
560,133,12.94
580,133,13.30
600,133,12.94
620,133,12.72
640,133,13.32
660,133,13.68
680,133,13.16
700,133,13.43
720,133,12.88
740,133,12.54
760,133,12.20
780,133,11.41
800,133,12.26
820,133,12.75
841,133,12.47
860,133,13.03
880,133,13.50
900,133,13.20
920,133,13.02
940,133,13.20
960,133,13.32
980,133,13.38
1000,133,13.95
1020,133,13.47
1040,133,13.19
1060,133,12.87
1080,133,12.68
1100,133,12.57
1120,133,12.51
1140,133,12.47
1160,133,12.45
1180,133,12.29
1200,133,12.19
1220,133,12.86
1240,133,12.54
1260,133,12.35
1280,133,12.95
1300,133,13.31
1320,133,13.52
1340,133,13.07
1360,133,13.53
1400,133,13.07
1420,133,12.80
1440,133,13.22
1460,133,13.47
1481,133,13.47
1500,133,13.47
1520,133,13.47
1540,133,13.47
1560,133,13.33
1580,133,13.38
1600,133,13.42
1620,133,13.59
1640,133,13.69
1660,133,13.89
1680,133,14.01
1700,133,13.94
1720,133,13.89
1740,133,13.87
1760,133,13.13
1780,133,13.41
1800,133,12.85
1820,133,12.53
1840,133,12.34
1860,133,12.37
1880,133,13.11
1900,133,13.55
1920,133,13.09
1940,133,12.96
1960,133,13.71
1980,133,13.33
2000,133,13.09
2020,133,12.82
2040,133,12.65
2060,133,12.56
2080,133,12.50
2100,133,11.19
2121,133,11.69
2140,133,11.84
2160,133,11.93
2180,133,12.13
2200,133,12.25
2220,133,12.31
2240,133,12.35
2260,133,12.38
2280,133,12.39
2300,133,12.40
2320,133,12.26
2340,133,12.32
2360,133,12.36
2380,133,12.38
2400,133,12.39
2420,133,12.40
2440,133,12.41
2460,133,12.41
2480,133,12.56
2500,133,12.65
2520,133,12.69
2540,133,13.40
2560,133,13.00
2580,133,13.34
2600,133,13.54
2620,133,13.80
2640,133,13.95
2660,133,13.32
2680,133,13.68
2700,133,13.89
2720,133,13.28
2740,133,12.92
2761,133,12.71
2780,133,12.59
2800,133,13.10
2820,133,13.25
2840,133,13.34
2860,133,13.39
2880,133,13.43
2900,133,13.44
2920,133,13.46
2940,133,13.46
2960,133,13.46
2980,133,13.47
3000,133,13.48
3020,133,13.48
3040,133,13.62
3060,133,13.71
3080,133,13.18
3100,133,12.87
3120,133,13.40
3140,133,13.72
3160,133,13.76
3180,133,13.79
3200,133,13.80
3220,133,13.81
3240,133,13.68
3260,133,13.60
3280,133,13.69
3300,133,13.75
3320,133,13.63
3340,133,13.71
3360,133,13.76
3380,133,13.93
3401,133,13.31
3420,133,13.77
3440,133,13.36
3460,133,12.98
3480,133,12.75
3500,133,12.61
3520,133,12.53
3540,133,12.34
3560,133,12.37
3580,133,12.39
3600,133,12.40
3620,133,13.12
3640,133,12.83
3660,133,12.66
3680,133,12.42
3700,133,12.42
3720,133,12.27
3740,133,12.18
3760,133,12.13
3780,133,12.11
3800,133,12.23
3820,133,12.31
3840,133,12.35
3860,133,12.52
3880,133,12.47
3900,133,12.46
3920,133,12.59
3940,133,12.52
3960,133,12.47
3980,133,12.60
4000,133,12.67
4020,133,12.71
4041,133,12.74
4060,133,12.75
4080,133,12.61
4100,133,12.53
4120,133,12.49
4140,133,12.46
4160,133,12.43
4180,133,12.43
4200,133,12.57
4220,133,12.65
4240,133,12.70
4260,133,12.73
4280,133,12.75
4300,133,12.76
4320,133,12.91
4340,133,12.99
4360,133,13.05
4380,133,13.08
4400,133,13.09
4420,133,13.11
4440,133,13.10
4460,133,13.25
4480,133,13.20
4500,133,13.31
4520,133,13.38
4540,133,13.56
4560,133,13.67
4580,133,13.73
4600,133,13.63
4620,133,13.56
4640,133,13.52
4660,133,13.21
4681,133,13.17
4700,133,13.15
4720,133,13.14
4740,133,12.99
4760,133,13.04
4780,133,13.07
4800,133,13.09
4820,133,13.10
4840,133,13.26
4860,133,14.02
4880,133,13.65
4900,133,13.44
4920,133,13.31
4940,133,13.23
4960,133,13.19
4980,133,13.16
5000,133,13.00
5020,133,12.90
5040,133,12.84
5080,133,12.81
5100,133,12.79
5120,133,12.79
5140,133,12.63
5160,133,12.54
5180,133,12.49
5200,133,12.60
5220,133,12.52
5240,133,12.62
5260,133,13.36
5280,133,13.26
5300,133,13.20
5321,133,13.17
5340,133,13.97
5360,133,13.63
5380,133,13.27
5400,133,13.75
5420,133,13.35
5440,133,13.11
5460,133,13.11
5480,133,11.95
5500,133,12.43
5520,133,12.86
5540,133,13.11
5560,133,13.25
5580,133,13.34
5600,133,13.39
5620,133,13.43
5640,133,13.45
5660,133,13.32
5680,133,13.24
5700,133,13.19
5720,133,13.16
5740,133,13.14
5760,133,13.13
5800,133,13.13
5820,133,13.13
5840,133,13.27
5860,133,13.36
5880,133,13.40
5900,133,13.29
5920,133,13.37
5940,133,13.27
5961,133,13.21
5980,133,13.02
6000,133,12.92
6020,133,12.71
6040,133,12.59
6060,133,12.52
6100,133,12.48
6120,133,12.45
6140,133,12.58
6160,133,12.66
6180,133,13.53
6200,133,13.36
6220,133,13.26
6240,133,13.06
6260,133,12.93
6280,133,12.87
6300,133,12.82
6320,133,12.66
6340,133,12.56
6360,133,12.50
6380,133,12.46
6400,133,12.44
6420,133,12.57
6440,133,12.51
6460,133,12.47
6480,133,13.17
6500,133,13.68
6520,133,13.16
6540,133,12.86
6580,133,12.68
6601,133,12.57
6620,133,12.51
6640,133,12.47
6660,133,12.45
6680,133,12.43
6700,133,12.43
6720,133,12.42
6740,133,12.42
